chr	start	end	is_functional	is_functional_Nut1h	is_functional_Nut10h	in_promoter	in_active_promoter	in_enhancer
4	166750185	166750407	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	142454246	142454468	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	138993250	138993472	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	153498686	153498908	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
9	5797087	5797309	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
10	17289379	17289601	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	65209491	65209713	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
12	61315001	61315223	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	48449006	48449228	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2	241373423	241373645	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
22	31650025	31650247	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	130873190	130873412	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	23144014	23144236	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
6	118970303	118970525	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	151150383	151150605	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	102249173	102249395	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	95669731	95669953	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
5	66390707	66390929	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	70484881	70485103	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
X	30819065	30819287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
19	47735727	47735949	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
2	46076691	46076913	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
18	10209446	10209668	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
X	30809844	30810066	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	104430625	104430847	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	81171928	81172150	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
15	74437943	74438165	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
X	30814206	30814428	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	51069311	51069533	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	51483929	51484151	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	99335424	99335646	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17	60809673	60809895	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	101803191	101803413	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
15	56922666	56922888	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
16	13034075	13034297	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	138356224	138356446	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	6474605	6474827	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
6	159674012	159674234	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	30460616	30460838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	172392570	172392792	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
11	83372845	83373067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	92986109	92986331	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
20	46005919	46006141	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	98692633	98692855	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	35683635	35683857	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	225386737	225386959	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	20160646	20160868	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	18539600	18539822	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	185435666	185435888	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	120434223	120434445	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	37528096	37528318	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	30712418	30712640	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
6	41157643	41157865	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	219199630	219199852	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	154257636	154257858	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
9	117670716	117670938	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	59362110	59362332	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
18	54564438	54564660	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	216002557	216002779	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
13	46347436	46347658	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	83338246	83338468	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	10928182	10928404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	135348422	135348644	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
15	35800540	35800762	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	152140327	152140549	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
6	102846938	102847160	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	138116313	138116535	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	239176060	239176282	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	75282225	75282447	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4	38571727	38571949	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	11656350	11656572	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	130536191	130536413	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	4757729	4757951	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
4	132731746	132731968	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	49026942	49027164	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
3	119512898	119513120	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	42607113	42607335	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
X	4628737	4628959	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	107620826	107621048	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
18	61143891	61144113	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
3	102018088	102018310	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
13	111604715	111604937	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	58922847	58923069	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	30287153	30287375	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1	202206330	202206552	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	98164745	98164967	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
5	77175824	77176046	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	79780423	79780645	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
4	187659915	187660137	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
5	115854219	115854441	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
X	41052221	41052443	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
3	122653181	122653403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	86960338	86960560	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	90750960	90751182	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
10	125204994	125205216	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	94867113	94867335	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	111572598	111572820	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	205313297	205313519	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	127592295	127592517	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
12	4222050	4222272	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
13	52171049	52171271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	108981157	108981379	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	83836272	83836494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	115702153	115702375	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
15	52850397	52850619	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
3	105091371	105091593	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
5	127489730	127489952	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	75216690	75216912	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	210494932	210495154	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
4	5914408	5914630	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
9	91134885	91135107	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
14	37950098	37950320	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
4	113193433	113193655	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
14	69894411	69894633	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	58607292	58607514	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	242837887	242838109	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
5	171535816	171536038	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
16	89193804	89194026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	933472	933694	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
X	30812760	30812982	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	52795706	52795928	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	114278157	114278379	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
3	41512970	41513192	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	172719486	172719708	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
6	159318376	159318598	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
8	30546044	30546266	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	145673669	145673891	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	212676204	212676426	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	134077759	134077981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	112816871	112817093	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	227911267	227911489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	104254334	104254556	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	220151278	220151500	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
8	96785322	96785544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	7825242	7825464	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
20	50594674	50594896	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	82732683	82732905	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	95961691	95961913	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
2	19854506	19854728	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	72251031	72251253	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
1	41352376	41352598	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
3	122215415	122215637	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
13	21807377	21807599	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	74901643	74901865	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
5	79763146	79763368	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
15	31676809	31677031	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	57049220	57049442	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
4	169955001	169955223	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
5	123982204	123982426	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	50554825	50555047	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4	162876998	162877220	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	36650310	36650532	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
12	46501478	46501700	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	54527476	54527698	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	122263901	122264123	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
17	29601334	29601556	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17	63996775	63996997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	78962790	78963012	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	1342534	1342756	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
15	30038601	30038823	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
X	30816961	30817183	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	34441444	34441666	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
9	75046482	75046704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	72119600	72119822	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	39493009	39493231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
18	24040804	24041026	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	233844208	233844430	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	113450219	113450441	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
6	41814370	41814592	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
6	145834278	145834500	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	48443765	48443987	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
5	118135513	118135735	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
15	82314452	82314674	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	130017453	130017675	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	8160167	8160389	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	6082063	6082285	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	28395276	28395498	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	120086210	120086432	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	158069592	158069814	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	117907271	117907493	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	68970773	68970995	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	153916276	153916498	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
21	46186250	46186472	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	119901380	119901602	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	119318552	119318774	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	118659447	118659669	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	96797167	96797389	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
17	49321959	49322181	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
17	74128359	74128581	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	103439278	103439500	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
3	56817994	56818216	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
9	16637336	16637558	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	50587765	50587987	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	40491266	40491488	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
11	17134383	17134605	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
11	70490062	70490284	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
11	86739822	86740044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	71567058	71567280	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
7	93740329	93740551	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	76299281	76299503	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	108205978	108206200	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	77244114	77244336	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	8483359	8483581	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
12	22984006	22984228	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
14	77425681	77425903	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
15	52955865	52956087	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	134812668	134812890	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	103453676	103453898	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
20	35618007	35618229	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	65295969	65296191	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
15	83410920	83411142	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	39266138	39266360	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	151033752	151033974	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
8	54858207	54858429	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
